# DEGENERATE GEOMETRY CSV FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# NUMBER OF COMPONENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.75E+00,-6.63E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.50E-01,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,6.65E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E-01,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,6.31E-01,0.00E+00,0.00E+00,4.20E-01,0.00E+00,0.00E+00,1.00E+00,9.00E-01,8.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,5.37E-01,0.00E+00,5.55E-17,7.85E-01,0.00E+00,0.00E+00,1.00E+00,9.00E-01,6.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,3.93E-01,0.00E+00,5.55E-17,1.07E+00,0.00E+00,1.03E-16,1.00E+00,9.00E-01,4.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,2.10E-01,0.00E+00,2.78E-17,1.26E+00,0.00E+00,8.79E-17,1.00E+00,9.00E-01,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+00,0.00E+00,0.00E+00,1.00E+00,9.00E-01,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,-2.10E-01,0.00E+00,5.55E-17,1.26E+00,0.00E+00,0.00E+00,1.00E+00,9.00E-01,3.80E+00,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,-3.93E-01,0.00E+00,0.00E+00,1.07E+00,0.00E+00,0.00E+00,1.00E+00,9.00E-01,3.60E+00,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,-5.37E-01,0.00E+00,1.11E-16,7.85E-01,0.00E+00,0.00E+00,1.00E+00,9.00E-01,3.40E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,-6.31E-01,0.00E+00,0.00E+00,4.20E-01,0.00E+00,0.00E+00,1.00E+00,9.00E-01,3.20E+00,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.14E+00,-6.65E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E-01,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,6.66E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.50E-01,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,6.32E-01,0.00E+00,0.00E+00,4.21E-01,0.00E+00,0.00E+00,1.00E+00,9.50E-01,8.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,5.38E-01,0.00E+00,5.55E-17,7.87E-01,0.00E+00,0.00E+00,1.00E+00,9.50E-01,6.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,3.93E-01,0.00E+00,0.00E+00,1.08E+00,0.00E+00,1.03E-16,1.00E+00,9.50E-01,4.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,2.11E-01,0.00E+00,0.00E+00,1.26E+00,0.00E+00,6.58E-17,1.00E+00,9.50E-01,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+00,0.00E+00,0.00E+00,1.00E+00,9.50E-01,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,-2.11E-01,0.00E+00,0.00E+00,1.26E+00,0.00E+00,0.00E+00,1.00E+00,9.50E-01,3.80E+00,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,-3.93E-01,0.00E+00,5.55E-17,1.08E+00,0.00E+00,0.00E+00,1.00E+00,9.50E-01,3.60E+00,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,-5.38E-01,0.00E+00,1.11E-16,7.87E-01,0.00E+00,0.00E+00,1.00E+00,9.50E-01,3.40E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,-6.32E-01,0.00E+00,0.00E+00,4.21E-01,0.00E+00,0.00E+00,1.00E+00,9.50E-01,3.20E+00,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.56E+00,-6.66E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.50E-01,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,6.67E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,6.33E-01,0.00E+00,0.00E+00,4.21E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,8.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,5.38E-01,0.00E+00,5.55E-17,7.87E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,6.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,3.94E-01,0.00E+00,0.00E+00,1.08E+00,0.00E+00,1.03E-16,1.00E+00,1.00E+00,4.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,2.11E-01,0.00E+00,1.11E-16,1.27E+00,0.00E+00,8.77E-17,1.00E+00,1.00E+00,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,-2.11E-01,0.00E+00,5.55E-17,1.27E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,3.80E+00,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,-3.94E-01,0.00E+00,1.11E-16,1.08E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,3.60E+00,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,-5.38E-01,0.00E+00,0.00E+00,7.87E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,3.40E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,-6.33E-01,0.00E+00,1.11E-16,4.21E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,3.20E+00,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.00E+00,-6.67E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,6.63E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,6.29E-01,0.00E+00,0.00E+00,4.19E-01,0.00E+00,0.00E+00,1.00E+00,1.05E+00,8.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,5.35E-01,0.00E+00,5.55E-17,7.83E-01,0.00E+00,0.00E+00,1.00E+00,1.05E+00,6.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,3.92E-01,0.00E+00,0.00E+00,1.07E+00,0.00E+00,1.04E-16,1.00E+00,1.05E+00,4.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,2.10E-01,0.00E+00,8.33E-17,1.26E+00,7.06E-16,8.82E-17,1.00E+00,1.05E+00,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+00,0.00E+00,0.00E+00,1.00E+00,1.05E+00,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,-2.10E-01,0.00E+00,8.33E-17,1.26E+00,0.00E+00,0.00E+00,1.00E+00,1.05E+00,3.80E+00,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,-3.92E-01,0.00E+00,0.00E+00,1.07E+00,0.00E+00,0.00E+00,1.00E+00,1.05E+00,3.60E+00,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,-5.35E-01,0.00E+00,0.00E+00,7.83E-01,0.00E+00,0.00E+00,1.00E+00,1.05E+00,3.40E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,-6.29E-01,0.00E+00,0.00E+00,4.19E-01,0.00E+00,0.00E+00,1.00E+00,1.05E+00,3.20E+00,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17E+00,-6.63E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+00,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,6.53E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,6.20E-01,0.00E+00,0.00E+00,4.13E-01,0.00E+00,0.00E+00,1.00E+00,1.10E+00,8.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,5.27E-01,0.00E+00,2.78E-17,7.72E-01,0.00E+00,0.00E+00,1.00E+00,1.10E+00,6.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,3.86E-01,0.00E+00,0.00E+00,1.05E+00,0.00E+00,5.26E-17,1.00E+00,1.10E+00,4.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,2.06E-01,0.00E+00,5.55E-17,1.24E+00,0.00E+00,1.12E-16,1.00E+00,1.10E+00,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,0.00E+00,0.00E+00,0.00E+00,1.31E+00,0.00E+00,0.00E+00,1.00E+00,1.10E+00,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,-2.06E-01,0.00E+00,2.78E-17,1.24E+00,0.00E+00,0.00E+00,1.00E+00,1.10E+00,3.80E+00,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,-3.86E-01,0.00E+00,5.55E-17,1.05E+00,0.00E+00,0.00E+00,1.00E+00,1.10E+00,3.60E+00,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,-5.27E-01,0.00E+00,0.00E+00,7.72E-01,0.00E+00,0.00E+00,1.00E+00,1.10E+00,3.40E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,-6.20E-01,0.00E+00,1.11E-16,4.13E-01,0.00E+00,0.00E+00,1.00E+00,1.10E+00,3.20E+00,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.37E+00,-6.53E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+00,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,6.38E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,6.05E-01,0.00E+00,0.00E+00,4.03E-01,0.00E+00,0.00E+00,1.00E+00,1.15E+00,8.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,5.15E-01,0.00E+00,5.55E-17,7.53E-01,0.00E+00,0.00E+00,1.00E+00,1.15E+00,6.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,3.76E-01,0.00E+00,0.00E+00,1.03E+00,0.00E+00,1.08E-16,1.00E+00,1.15E+00,4.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,2.01E-01,0.00E+00,8.89E-16,1.21E+00,1.47E-15,9.17E-17,1.00E+00,1.15E+00,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,0.00E+00,0.00E+00,0.00E+00,1.28E+00,0.00E+00,0.00E+00,1.00E+00,1.15E+00,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,-2.01E-01,0.00E+00,5.55E-17,1.21E+00,0.00E+00,0.00E+00,1.00E+00,1.15E+00,3.80E+00,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,-3.76E-01,0.00E+00,5.55E-17,1.03E+00,0.00E+00,0.00E+00,1.00E+00,1.15E+00,3.60E+00,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,-5.15E-01,0.00E+00,1.11E-16,7.53E-01,0.00E+00,0.00E+00,1.00E+00,1.15E+00,3.40E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,-6.05E-01,0.00E+00,0.00E+00,4.03E-01,0.00E+00,0.00E+00,1.00E+00,1.15E+00,3.20E+00,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.60E+00,-6.38E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.15E+00,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,6.17E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,5.85E-01,0.00E+00,0.00E+00,3.90E-01,0.00E+00,0.00E+00,1.00E+00,1.20E+00,8.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,4.98E-01,0.00E+00,2.78E-17,7.28E-01,0.00E+00,0.00E+00,1.00E+00,1.20E+00,6.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,3.64E-01,0.00E+00,0.00E+00,9.95E-01,0.00E+00,5.58E-17,1.00E+00,1.20E+00,4.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,1.95E-01,0.00E+00,8.90E-16,1.17E+00,7.59E-16,9.49E-17,1.00E+00,1.20E+00,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,0.00E+00,0.00E+00,0.00E+00,1.23E+00,0.00E+00,0.00E+00,1.00E+00,1.20E+00,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,-1.95E-01,0.00E+00,5.55E-17,1.17E+00,0.00E+00,0.00E+00,1.00E+00,1.20E+00,3.80E+00,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,-3.64E-01,0.00E+00,1.67E-16,9.95E-01,0.00E+00,0.00E+00,1.00E+00,1.20E+00,3.60E+00,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,-4.98E-01,0.00E+00,1.11E-16,7.28E-01,0.00E+00,0.00E+00,1.00E+00,1.20E+00,3.40E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,-5.85E-01,0.00E+00,1.11E-16,3.90E-01,0.00E+00,0.00E+00,1.00E+00,1.20E+00,3.20E+00,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.86E+00,-6.17E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+00,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,5.91E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,5.60E-01,0.00E+00,0.00E+00,3.73E-01,0.00E+00,0.00E+00,1.00E+00,1.25E+00,8.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,4.77E-01,0.00E+00,8.33E-17,6.97E-01,0.00E+00,0.00E+00,1.00E+00,1.25E+00,6.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,3.49E-01,0.00E+00,0.00E+00,9.53E-01,0.00E+00,1.75E-16,1.00E+00,1.25E+00,4.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,1.87E-01,0.00E+00,6.21E-17,1.12E+00,0.00E+00,4.95E-17,1.00E+00,1.25E+00,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,0.00E+00,0.00E+00,0.00E+00,1.18E+00,0.00E+00,0.00E+00,1.00E+00,1.25E+00,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,-1.87E-01,0.00E+00,1.39E-16,1.12E+00,0.00E+00,0.00E+00,1.00E+00,1.25E+00,3.80E+00,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,-3.49E-01,0.00E+00,1.11E-16,9.53E-01,0.00E+00,0.00E+00,1.00E+00,1.25E+00,3.60E+00,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,-4.77E-01,0.00E+00,5.55E-17,6.97E-01,0.00E+00,0.00E+00,1.00E+00,1.25E+00,3.40E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,-5.60E-01,0.00E+00,0.00E+00,3.73E-01,0.00E+00,0.00E+00,1.00E+00,1.25E+00,3.20E+00,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13E+00,-5.91E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+00,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,5.60E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,5.32E-01,0.00E+00,0.00E+00,3.54E-01,0.00E+00,0.00E+00,1.00E+00,1.30E+00,8.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,4.52E-01,0.00E+00,8.33E-17,6.62E-01,0.00E+00,0.00E+00,1.00E+00,1.30E+00,6.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,3.31E-01,0.00E+00,0.00E+00,9.05E-01,0.00E+00,1.84E-16,1.00E+00,1.30E+00,4.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,1.77E-01,0.00E+00,0.00E+00,1.06E+00,0.00E+00,1.04E-16,1.00E+00,1.30E+00,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+00,0.00E+00,0.00E+00,1.00E+00,1.30E+00,4.00E+00,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,-1.77E-01,0.00E+00,8.33E-17,1.06E+00,0.00E+00,0.00E+00,1.00E+00,1.30E+00,3.80E+00,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,-3.31E-01,0.00E+00,5.55E-17,9.05E-01,0.00E+00,0.00E+00,1.00E+00,1.30E+00,3.60E+00,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,-4.52E-01,0.00E+00,1.11E-16,6.62E-01,0.00E+00,0.00E+00,1.00E+00,1.30E+00,3.40E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,-5.32E-01,0.00E+00,1.11E-16,3.54E-01,0.00E+00,0.00E+00,1.00E+00,1.30E+00,3.20E+00,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.43E+00,-5.60E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+00,3.00E+00,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.73E+00,5.27E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E+00,1.00E+00,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
